datetime,influent,surge
3/13/2022 19:21,2.403940678,0.402340174
3/13/2022 19:57,2.769513369,710.7612305
3/13/2022 20:33,2.599917889,698.3359375
3/13/2022 21:09,2.195714474,697.4526367
3/13/2022 21:45,2.537261724,590.159729
3/13/2022 22:21,2.298414707,604.704895
3/13/2022 22:57,1.873954058,534.3344727
3/13/2022 23:33,2.050145149,466.6728516
3/14/2022 0:09,1.861234426,496.7054443
3/14/2022 0:45,1.655835152,451.4799194
3/14/2022 1:21,1.457972765,0.284562439
3/14/2022 1:57,0.945416987,0.284562439
3/14/2022 2:33,0.843188345,0.343406588
3/14/2022 3:09,0.852139115,0.343406588
3/14/2022 3:45,1.268120408,0.343406588
3/14/2022 4:21,0.838948727,0.284562439
3/14/2022 4:57,0.767341256,339.8293457
3/14/2022 5:33,0.838477314,706.697998
3/14/2022 6:09,1.025503635,693.2127075
3/14/2022 6:45,1.064605474,689.9150391
3/14/2022 7:21,1.222423792,691.7994385
3/14/2022 7:57,2.353532791,652.3449097
3/14/2022 8:33,2.18817687,644.2183838
3/14/2022 9:09,2.971143961,0.343406588
3/14/2022 9:45,2.678120136,0.284562439
3/14/2022 10:21,2.68659997,0.402340174
3/14/2022 10:57,2.132116318,0.402340174
3/14/2022 11:33,2.869857311,0.402340174
3/14/2022 12:09,2.184407711,665.6533813
3/14/2022 12:45,2.69460845,695.9215698
3/14/2022 13:21,2.044020414,695.5093384
3/14/2022 13:57,3.023436069,687.9128418
3/14/2022 14:33,2.454348326,703.4591675
3/14/2022 15:09,2.888230324,685.8518066
3/14/2022 15:45,2.352119684,0.402340174
3/14/2022 16:21,2.757735968,0.402340174
3/14/2022 16:57,2.227277994,0.402340174
3/14/2022 17:33,2.732768059,0.402340174
3/14/2022 18:09,2.266850471,0.461184323
3/14/2022 18:45,2.623001814,592.8096924
3/14/2022 19:21,2.500045061,713.8822021
3/14/2022 19:57,2.607926369,689.208374
3/14/2022 20:33,2.659276247,691.8582764
3/14/2022 21:09,2.680004358,694.8615723
3/14/2022 21:45,2.476018906,706.8745728
3/14/2022 22:21,2.375203133,689.5617065
3/14/2022 22:57,2.181581974,687.2062378
3/14/2022 23:33,1.600716233,688.5606079
3/15/2022 0:09,1.505553961,695.5682373
3/15/2022 0:45,1.111243725,692.0938721
3/15/2022 1:21,1.086275816,3.641093493
3/15/2022 1:57,1.033512831,0.402340174
3/15/2022 2:33,1.173900366,0.402340174
3/15/2022 3:09,0.779590249,0.402340174
3/15/2022 3:45,0.675477207,0.402340174
3/15/2022 4:21,1.131501198,0.402340174
3/15/2022 4:57,0.587852716,0.343406588
3/15/2022 5:33,0.806913853,0.402340174
3/15/2022 6:09,1.268591166,0.343406588
3/15/2022 6:45,1.498487592,708.0523682
3/15/2022 7:21,1.590823174,697.982605
3/15/2022 7:57,2.107147932,694.5670776
3/15/2022 8:33,2.539616823,637.9174805
3/15/2022 9:09,2.87975049,0.343406588
3/15/2022 9:45,2.598504782,0.343406588
3/15/2022 10:21,2.682360172,0.343406588
3/15/2022 10:57,2.017168045,0.402340174
3/15/2022 11:33,2.68141818,619.9567871
3/15/2022 12:09,2.18535018,695.3915405
3/15/2022 12:45,2.590495586,706.4624023
3/15/2022 13:21,2.035541058,698.2181396
3/15/2022 13:57,2.886346102,713.4699707
3/15/2022 14:33,2.519359589,694.8026733
3/15/2022 15:09,2.789299965,688.2661743
3/15/2022 15:45,2.378972054,688.9139404
3/15/2022 16:21,2.721932173,688.7962036
3/15/2022 16:57,2.242353439,0.343406588
3/15/2022 17:33,2.758207321,0.343406588
3/15/2022 18:09,2.353062153,0.343406588
3/15/2022 18:45,2.705914974,0.343406588
3/15/2022 19:21,2.366723776,0.343406588
3/15/2022 19:57,2.773753643,711.4089355
3/15/2022 20:33,2.728527784,705.8146362
3/15/2022 21:09,2.492035866,696.7459717
3/15/2022 21:45,2.61169529,711.6444702
3/15/2022 22:21,2.227277994,688.6784058
3/15/2022 22:57,2.220683098,690.5039063
3/15/2022 23:33,2.215029716,0.461184323
3/16/2022 0:09,1.601658344,0.461184323
3/16/2022 0:45,1.423111916,0.402340174
3/16/2022 1:21,1.196042299,0.461184323
3/16/2022 1:57,1.180024385,0.402340174
3/16/2022 2:33,1.075440764,0.461184323
3/16/2022 3:09,0.902076125,0.402340174
3/16/2022 3:45,0.838006496,0.461184323
3/16/2022 4:21,1.096168876,0.402340174
3/16/2022 4:57,0.654749036,0.461184323
3/16/2022 5:33,0.744728684,710.9967041
3/16/2022 6:09,1.170131445,1386.847534
3/16/2022 6:45,1.454675317,639.5074463
3/16/2022 7:21,1.384481668,721.5375977
3/16/2022 7:57,2.23905611,686.6762085
3/16/2022 8:33,2.482142925,722.0675049
3/16/2022 9:09,2.729941368,1401.687256
3/16/2022 9:45,2.68047595,1391.617432
3/16/2022 10:21,2.040251732,1395.621704
3/16/2022 10:57,2.193359375,735.0227661
3/16/2022 11:33,1.885259986,1404.21936
3/16/2022 12:09,2.306893826,1409.872559
3/16/2022 12:45,1.593649864,1382.018799
3/16/2022 13:21,2.01198554,597.2262573
3/16/2022 13:57,2.404882669,592.7507935
3/16/2022 14:33,2.583429098,556.2406006
3/16/2022 15:09,2.692723989,549.0563965
